"web-scraper-order","name_ja","company_games","company_description","company_descr_country","company_descr_city","url","top_level_domain","tld_country","link_geoip"
"1522049479-2258","レオン・スタジオ(株)",,,,,"http://www.leon-studio.com/","com",,"JP"
"1522049479-2128",,,,,,,,,
"1522049479-2188","lapin(ラパン)",,,,,"http://www.bunnyhole.jp/","jp","Japan","JP"
"1522049539-2323",,,,,,,,,
"1522049479-2237","rootnuko+H(るーとぬこぷらすえっち)",,,,,"http://rootnuko.jp/","jp","Japan","JP"
"1522049479-2255","(株)レインエンターテイメント",,,,,"http://www.rainsoftware.com/","com",,"N/A"
"1522049476-2110","Whirlpool",,,,,"http://www.whirlpool.co.jp/","jp","Japan","JP"
"1522049599-2470",,,,,,,,,
"1522049479-2248","ルネlovesK",,,,,"http://www.marigold.co.jp/loves_k/","jp","Japan","JP"
"1522049539-2348","(株)ラッセル",,,,,"http://www.w-russell.jp/","jp","Japan","JP"
"1522049599-2537","minori",,,,,"http://www.minori.ph/","ph","Philippines","JP"
"1522049479-2197","Lamia",,,,,"http://www.clearrave.co.jp/brand/brand_lamia.html","jp","Japan","JP"
"1522049479-2141",,,,,,,,,
"1522049479-2178","(株)ラクジン",,,,,"http://www.racjin.co.jp/","jp","Japan","JP"
"1522049539-2327",,,,,,,,,
"1522049479-2175","LimeLight(ライムライト)",,,,,"http://limelight.product.co.jp/","jp","Japan","N/A"
"1522049479-2199","(有)ランカース[LANCARSE Ltd.]",,,,,"http://www.lancarse.co.jp/","jp","Japan","JP"
"1522049539-2416","レイ",,,,,"http://www.ray.co.jp/","jp","Japan","JP"
"1522049599-2536","みなとそふと",,,,,"http://www.minatosoft.com/","com",,"JP"
"1522049599-2556","(株)コナミデジタルエンタテインメント",,,,,"http://www.konami.jp/","jp","Japan","JP"
"1522049479-2154",,,,,,,,,
"1522049539-2285",,,,,,,,,
"1522049539-2421","(株)レインエンターテイメント",,,,,"http://www.rainsoftware.com/","com",,"N/A"
"1522049599-2533","(株)ミッチェル",,,,,"http://www.mitchell.jp/","jp","Japan","DE"
"1522049539-2347","Lusterise（らすたらいず）",,,,,"http://www.lusterise.com/","com",,"JP"
"1522049539-2393","Lillian(リリアン)",,,,,"http://www.lillian.jp/","jp","Japan","JP"
"1522049539-2306",,,,,,,,,
"1522049599-2527","Miel(ミエル)",,,,,"http://www.miel-soft.com/","com",,"JP"
"1522049599-2456",,,,,,,,,
"1522049539-2361","ラプター",,,,,"http://www.sp-janis.com/","com",,"JP"
"1522049539-2395","Lyric",,,,,"http://www.cellworks.co.jp/","jp","Japan","N/A"
"1522049479-2270","ローズティアラ",,,,,"http://www.rose-tiara.com/","com",,"VG"
"1522049599-2497","MAIKA(マイカ)",,,,,"http://www.media-box.ne.jp/","jp","Japan","N/A"
"1522049479-2267","(有)煉瓦社(レンガシャ)",,,,,"http://www.ren-ga.co.jp/","jp","Japan","JP"
"1522049539-2367","(株)悠紀エンタープライズ",,,,,"http://www.yuki-web.co.jp/","jp","Japan","N/A"
"1522049599-2562","メディア・ビジョン(株)",,,,,"http://www.media-vision.co.jp/","jp","Japan","JP"
"1522049599-2521","(有)マリゴールド",,,,,"http://www.marigold.co.jp/index.html","jp","Japan","JP"
"1522049599-2534","MINA",,,,,"http://www.sp-janis.com/","com",,"JP"
"1522049539-2402","√nuko",,,,,"http://rootnuko.jp/","jp","Japan","JP"
"1522049599-2561","(株)メディアカイト販売",,,,,"http://mk-hanbai.jp/","jp","Japan","JP"
"1522049539-2370","郎猫儿(らんまーる)",,,,,"http://www.langmaor.com/","com",,"JP"
"1522049539-2303",,,,,,,,,
"1522049599-2549","(有)ミレニアムキッチン",,,,,"http://www.mkitchen.co.jp/","jp","Japan","JP"
"1522049599-2568","ＭＥＲＲＹ ＢＯＹＳ",,,,,"http://www.gl2003.com/merryboys/","com",,"JP"
"1522049539-2320",,,,,,,,,
"1522049539-2405","Lurid(ルアリッド)",,,,,"http://www.lurid.jp/","jp","Japan","JP"
"1522049539-2411","ルネソフト",,,,,"http://www.lune-soft.jp/","jp","Japan","JP"
"1522049599-2582","(有)モフモフ",,,,,"http://www.mofmof.com/","com",,"US"
"1522049479-2246","ルネ Team Bitters",,,,,"http://www.marigold.co.jp/team_bitters/","jp","Japan","JP"
"1522049599-2510","(株)マグノリア",,,,,"http://www.magnolia.co.jp/","jp","Japan","JP"
"1522049599-2482",,,,,,,,,
"1522049479-2243","LUNATIC(ルナティック)",,,,,"http://www.lunatic-soft.jp/","jp","Japan","US"
"1522049599-2461",,,,,,,,,
"1522049479-2253","raiL-soft(レイルソフト)",,,,,"http://www.liar.co.jp/raiL/","jp","Japan","JP"
"1522049599-2498","マイクロキャビン",,,,,"http://www.microcabin.co.jp/","jp","Japan","JP"
"1522049599-2583","もみじ",,,,,"http://www.softgames-jp.net/momiji/pro/simaisoukan/main.html","net",,"JP"
"1522049479-2211","Rio",,,,,"http://rio.product.co.jp/","jp","Japan","JP"
"1522049479-2266","(株)レベルファイブ",,,,,"http://www.level5.co.jp/","jp","Japan","JP"
"1522049479-2201","(株)悠紀エンタープライズ",,,,,"http://www.yuki-web.co.jp/","jp","Japan","N/A"
"1522049479-2202","(株)ランド・ホー",,,,,"http://www.landho.co.jp/","jp","Japan","JP"
"1522049479-2121",,,,,,,,,
"1522049599-2575","萌。",,,,,"http://moe.product.co.jp/","jp","Japan","N/A"
"1522049479-2229","Lyric",,,,,"http://www.cellworks.co.jp/","jp","Japan","N/A"
"1522049479-2170",,,,,,,,,
"1522049599-2577","萌雛(もえひな)",,,,,"http://www.hina-soft.com/","com",,"N/A"
"1522049599-2488",,,,,,,,,
"1522049479-2157",,,,,,,,,
"1522049479-2191","ラビソフト",,,,,"http://www.lavi-soft.com/","com",,"JP"
"1522049599-2519","魔法",,,,,"http://www.mahou.co.jp/","jp","Japan","JP"
"1522049476-2104",,,,,,,,,
"1522049479-2254","(株)レインエンターテイメント",,,,,"http://www.rainsoftware.com/","com",,"N/A"
"1522049479-2256","Rainbow Cyc(レインボウサイク)",,,,,"http://www.cyc-soft.com/","com",,"JP"
"1522049599-2523","(株)マリオネット",,,,,"http://www.marionet.co.jp/","jp","Japan","JP"
"1522049599-2547","ミルクプリン",,,,,"http://ulb-potage.co.jp/","jp","Japan","JP"
"1522049599-2553","ムーンストーン",,,,,"http://www.moon-stone.jp/","jp","Japan","JP"
"1522049479-2218","Littlewitch",,,,,"http://www.littlewitch.jp/","jp","Japan","JP"
"1522049599-2468",,,,,,,,,
"1522049479-2276","(株)ロケットスタジオ",,,,,"http://www.rocketstd.co.jp/","jp","Japan","JP"
"1522049479-2215","liquid-touchable",,,,,"http://liquid.nexton-net.jp/","jp","Japan","JP"
"1522049479-2214","liquid-shine",,,,,"http://liquid.nexton-net.jp/","jp","Japan","JP"
"1522049599-2495",,,,,,,,,
"1522049479-2160",,,,,,,,,
"1522049479-2210","REALDEAL",,,,,"http://realdeal.product.co.jp/","jp","Japan","N/A"
"1522049479-2219","リトルウイング",,,,,"http://www.littlewingpinball.com/","com",,"JP"
"1522049539-2359","Love Juice",,,,,"http://www.love-juice.jp/","jp","Japan","JP"
"1522049479-2252","Rateblack(レイトブラック)",,,,,"http://www.light.gr.jp/","jp","Japan","JP"
"1522049539-2364","(株)ラルクス",,,,,"http://www.larcx.com/","com",,"US"
"1522049599-2514","(株)マスターピース",,,,,"http://www.masterpiece.co.jp/","jp","Japan","JP"
"1522049479-2168",,,,,,,,,
"1522049599-2529","Misty",,,,,"http://mistygame.com/","com",,"US"
"1522049539-2384","Littlewitch",,,,,"http://www.littlewitch.jp/","jp","Japan","JP"
"1522049479-2278","ロストハート",,,,,"http://www.zeal.gr.jp/LostHeart/","jp","Japan","N/A"
"1522049539-2330",,,,,,,,,
"1522049479-2189","LAPIS BLUe.",,,,,"http://bifronte.com/","com",,"US"
"1522049539-2326",,,,,,,,,
"1522049599-2450",,,,,,,,,
"1522049479-2192","Rabbit",,,,,"http://www.pamsoft.co.jp/","jp","Japan","JP"
"1522049479-2150",,,,,,,,,
"1522049599-2451",,,,,,,,,
"1522049539-2390","riffraff",,,,,"http://riffraff.product.co.jp/","jp","Japan","JP"
"1522049539-2317",,,,,,,,,
"1522049479-2268","インフォレスト(株)",,,,,"http://www.infor.co.jp/","jp","Japan","US"
"1522049479-2180","ラス",,,,,"http://lass.jp/","jp","Japan","JP"
"1522049539-2386","Re:verse",,,,,"http://softhouse-seal.com/Re_verse/","com",,"JP"
"1522049539-2446","Lo-Lilith",,,,,"http://www.lilith-soft.com/lolilith/","com",,"JP"
"1522049479-2187","らぱぷる",,,,,"http://www.rapapuru.com/","com",,"US"
"1522049539-2304",,,,,,,,,
"1522049539-2315",,,,,,,,,
"1522049539-2284",,,,,,,,,
"1522049476-2103",,,,,,,,,
"1522049479-2140",,,,,,,,,
"1522049479-2259","(有)レジスタ[Regista]",,,,,"http://regista.co.jp/","jp","Japan","JP"
"1522049539-2431","(株)アストロール",,,,,"http://www.musical.jp/astroll/","jp","Japan","JP"
"1522049539-2433","(有)煉瓦社(レンガシャ)",,,,,"http://www.ren-ga.co.jp/","jp","Japan","JP"
"1522049479-2220","Re:verse",,,,,"http://softhouse-seal.com/Re_verse/","com",,"JP"
"1522049539-2378","Reon(リオン)",,,,,"http://www.reon-soft.com/","com",,"JP"
"1522049539-2328",,,,,,,,,
"1522049539-2295",,,,,,,,,
"1522049599-2541","mirage(ミラージュ)",,,,,"http://www.mirage-soft.com/","com",,"N/A"
"1522049479-2213","リキッド",,,,,"http://liquid.nexton-net.jp/","jp","Japan","JP"
"1522049539-2338","Ripe",,,,,"http://www.teck.jp/ripe/","jp","Japan","JP"
"1522049599-2563","メディア・ビジョン(株)",,,,,"http://www.media-vision.co.jp/","jp","Japan","JP"
